"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","population","TE","BH","signif"
"BEL-2_DGRI-I",92.1795940402018,-0.0051438112073957,0.10138671799836,-0.0507345667060543,0.9595370318585,0.999945529425441,"chicharo vs makindu","BEL-2_DGRI-I",0.999945529425441,FALSE
"BEL-2_DGRI-LTR",8.26632153759124,0.0253711928338151,0.0912103147415054,0.278161443754671,0.780888430720141,0.999945529425441,"chicharo vs makindu","BEL-2_DGRI-LTR",0.999945529425441,FALSE
"BEL-2_DPER-I",260.208396518952,0.0153816840034086,0.11229439611855,0.136976416767672,0.891049436079285,0.999945529425441,"chicharo vs makindu","BEL-2_DPER-I",0.999945529425441,FALSE
"BEL-2_DRH-I",59.1363228489414,0.0219145238500623,0.113067492846268,0.193818075367235,0.846318333288249,0.999945529425441,"chicharo vs makindu","BEL-2_DRH-I",0.999945529425441,FALSE
"BEL-2_DRH-LTR",0.225209292514103,0.00409939508565941,0.0338956938919664,0.120941471171092,0.903737393994461,0.999945529425441,"chicharo vs makindu","BEL-2_DRH-LTR",0.999945529425441,FALSE
"BEL-2_DSE-I:BEL-2_DSE-LTR",1135.6988338171,-0.0349356414649843,0.0891451606614263,-0.391896107492251,0.695134979185016,0.999945529425441,"chicharo vs makindu","BEL-2_DSE-I:BEL-2_DSE-LTR",0.999945529425441,FALSE
"BEL-2_DSE-I",2639.61988431023,-0.0321914778161507,0.10100716359587,-0.318704898446102,0.749950299791598,0.999945529425441,"chicharo vs makindu","BEL-2_DSE-I",0.999945529425441,FALSE
"BEL-2_DSE-LTR:BEL-2_DSE-I:BEL-2_DSE-LTR",572.439094001087,-0.0256525295753714,0.0922068163761143,-0.278206434009542,0.78085389613108,0.999945529425441,"chicharo vs makindu","BEL-2_DSE-LTR:BEL-2_DSE-I:BEL-2_DSE-LTR",0.999945529425441,FALSE
"BEL-2_DSE-LTR:BEL-2_DSE-I",1366.27691404004,0.00297111865851118,0.091793339886692,0.0323674752675813,0.974178999867198,0.999945529425441,"chicharo vs makindu","BEL-2_DSE-LTR:BEL-2_DSE-I",0.999945529425441,FALSE
"BEL-2_DSE-LTR",37.5168575670321,-0.0247504008397181,0.0881757894741387,-0.28069383883404,0.778945234751189,0.999945529425441,"chicharo vs makindu","BEL-2_DSE-LTR",0.999945529425441,FALSE
"BEL-2_DTA-I",53.6134313008377,0.00151495619379789,0.112170503754045,0.0135058339144105,0.989224231236849,0.999945529425441,"chicharo vs makindu","BEL-2_DTA-I",0.999945529425441,FALSE
"BEL-2_DTA-LTR",12.3433192500625,-0.0855115481894796,0.0982199449479499,-0.870612870275941,0.383965566723988,0.999945529425441,"chicharo vs makindu","BEL-2_DTA-LTR",0.999945529425441,FALSE
"BEL-2_DVIR-I",207.785259038327,0.0237051985621593,0.105458044172575,0.224783218275576,0.822147921890518,0.999945529425441,"chicharo vs makindu","BEL-2_DVIR-I",0.999945529425441,FALSE
"BEL-2_DVIR-LTR",0.225209292514103,0.00409939508565941,0.0338956938919664,0.120941471171092,0.903737393994461,0.999945529425441,"chicharo vs makindu","BEL-2_DVIR-LTR",0.999945529425441,FALSE
"BEL-2_DWIL-I",37.1023654513591,0.0119764028238552,0.111429445836685,0.107479694742521,0.91440843324945,0.999945529425441,"chicharo vs makindu","BEL-2_DWIL-I",0.999945529425441,FALSE
"BEL-2_DWIL-LTR",1.37772025626521,0.0110615490576396,0.0635356770954607,0.174099806019536,0.861787025645885,0.999945529425441,"chicharo vs makindu","BEL-2_DWIL-LTR",0.999945529425441,FALSE
"BEL2-I_DMOJ",78.0375916069397,0.00684485092602049,0.111892538812747,0.0611734347852753,0.951221086069379,0.999945529425441,"chicharo vs makindu","BEL2-I_DMOJ",0.999945529425441,FALSE
"BEL2-I_DPSE",28.011676258679,-0.0280168381108651,0.10272474362017,-0.272736997178193,0.785055392825838,0.999945529425441,"chicharo vs makindu","BEL2-I_DPSE",0.999945529425441,FALSE
"BEL2-I_DYA",277.902575875314,0.0177038847164042,0.114665624283815,0.154395746998981,0.877297706855826,0.999945529425441,"chicharo vs makindu","BEL2-I_DYA",0.999945529425441,FALSE
"BEL2-LTR_DYA",12.9208989455949,-0.0161413800819788,0.100288596772168,-0.160949306316931,0.872133327670774,0.999945529425441,"chicharo vs makindu","BEL2-LTR_DYA",0.999945529425441,FALSE
"BEL-3_DAN-I",17.1488050534178,-0.00601115651486152,0.102482082809427,-0.0586556825356456,0.953226358738446,0.999945529425441,"chicharo vs makindu","BEL-3_DAN-I",0.999945529425441,FALSE
"BEL-3_DAN-LTR",4.46805044997977,0.014941652326461,0.0767752781671658,0.194615411147427,0.845694037394058,0.999945529425441,"chicharo vs makindu","BEL-3_DAN-LTR",0.999945529425441,FALSE
"BEL-3_DBI-I",56.2536565815608,0.003945906838266,0.10195523205149,0.0387023476762154,0.969127701638404,0.999945529425441,"chicharo vs makindu","BEL-3_DBI-I",0.999945529425441,FALSE
"BEL-3_DBP-I",168.076404127583,0.019658104567401,0.105900273729135,0.185628458503151,0.852736134766569,0.999945529425441,"chicharo vs makindu","BEL-3_DBP-I",0.999945529425441,FALSE
"BEL-3_DBP-LTR",1.37772025626521,0.0110615490576396,0.0635356770954607,0.174099806019536,0.861787025645885,0.999945529425441,"chicharo vs makindu","BEL-3_DBP-LTR",0.999945529425441,FALSE
"BEL-3_DEL-I",281.798030710712,0.000625945483789583,0.0970471010219723,0.00644991429108082,0.994853748650542,0.999945529425441,"chicharo vs makindu","BEL-3_DEL-I",0.999945529425441,FALSE
"BEL-3_DEL-LTR",7.25122965145397,0.00231268726169393,0.0780048032198569,0.0296480109715245,0.976347774906989,0.999945529425441,"chicharo vs makindu","BEL-3_DEL-LTR",0.999945529425441,FALSE
"BEL-3_DEU-I",60.6893532010747,0.00930972162102556,0.113136915423676,0.0822872144442195,0.934418321334738,0.999945529425441,"chicharo vs makindu","BEL-3_DEU-I",0.999945529425441,FALSE
"BEL-3_DFI-I",133.869529346168,-0.0122832344123072,0.109205856169607,-0.112477799663327,0.91044457133325,0.999945529425441,"chicharo vs makindu","BEL-3_DFI-I",0.999945529425441,FALSE
"BEL-3_DGRI-I",32.0811343030284,-0.0526655340045288,0.105472939038392,-0.49932745294372,0.617548718046471,0.999945529425441,"chicharo vs makindu","BEL-3_DGRI-I",0.999945529425441,FALSE
"BEL-3_DGRI-LTR",0.450418585028206,0.00720862620996813,0.0448297963972533,0.160799887335866,0.872251013974527,0.999945529425441,"chicharo vs makindu","BEL-3_DGRI-LTR",0.999945529425441,FALSE
"BEL3_DM-I",51.7884261030364,0.00982464311850399,0.110915987767224,0.088577339626841,0.929417817640534,0.999945529425441,"chicharo vs makindu","BEL3_DM-I",0.999945529425441,FALSE
"BEL3_DM-LTR",0.225209292514103,0.00409939508565941,0.0338956938919664,0.120941471171092,0.903737393994461,0.999945529425441,"chicharo vs makindu","BEL3_DM-LTR",0.999945529425441,FALSE
"BEL-3_DMOJ-I",12.6210788698712,0.00158896024930333,0.101981966806842,0.015580796282473,0.987568826171041,0.999945529425441,"chicharo vs makindu","BEL-3_DMOJ-I",0.999945529425441,FALSE
"BEL-3_DMOJ-LTR",4.13316076879562,0.0201795882133282,0.083200536102719,0.24254156473721,0.808360554080431,0.999945529425441,"chicharo vs makindu","BEL-3_DMOJ-LTR",0.999945529425441,FALSE
"BEL-3_DPER-I",86.0670333552386,-0.0115314913607053,0.109686673744836,-0.105131197501084,0.916271704440877,0.999945529425441,"chicharo vs makindu","BEL-3_DPER-I",0.999945529425441,FALSE
"BEL-3_DRH-I",128.577235129725,0.0264519163136341,0.105248310536906,0.251328654861005,0.801560022620125,0.999945529425441,"chicharo vs makindu","BEL-3_DRH-I",0.999945529425441,FALSE
"BEL-3_DTA-I",622.746751759889,0.00195924256807388,0.0894457160574177,0.0219042638868942,0.982524323502277,0.999945529425441,"chicharo vs makindu","BEL-3_DTA-I",0.999945529425441,FALSE
"BEL-3_DTA-LTR",26.3002346918518,0.0202399570760613,0.108590449312779,0.186388003771521,0.852140499198996,0.999945529425441,"chicharo vs makindu","BEL-3_DTA-LTR",0.999945529425441,FALSE
"BEL-3_DVIR-I",106.188503419541,-0.00063228493787866,0.114491230835154,-0.00552256214966397,0.995593655322679,0.999945529425441,"chicharo vs makindu","BEL-3_DVIR-I",0.999945529425441,FALSE
"BEL-3_DVIR-LTR",0.414283184725921,-0.0129612341481937,0.0434316571852211,-0.29842826611286,0.765376318128266,0.999945529425441,"chicharo vs makindu","BEL-3_DVIR-LTR",0.999945529425441,FALSE
"BEL-3_DWIL-I",20.7194226694495,0.0191263461467276,0.104112966165213,0.183707628849769,0.854242823813962,0.999945529425441,"chicharo vs makindu","BEL-3_DWIL-I",0.999945529425441,FALSE
"BEL-3_DWIL-LTR",0.712933269147083,-0.0232375590650018,0.0518094690294329,-0.448519537071506,0.653778289456527,0.999945529425441,"chicharo vs makindu","BEL-3_DWIL-LTR",0.999945529425441,FALSE
"BEL-3_DYA-I",291.073367545737,0.0251831373742341,0.115690468919128,0.217676854537067,0.827680898660517,0.999945529425441,"chicharo vs makindu","BEL-3_DYA-I",0.999945529425441,FALSE
"BEL-3_DYA-LTR:BEL-3_DYA-I",8.10009941753028,-0.00895482755000628,0.0948006741569375,-0.0944595344879303,0.924744125472031,0.999945529425441,"chicharo vs makindu","BEL-3_DYA-LTR:BEL-3_DYA-I",0.999945529425441,FALSE
"BEL-3_DYA-LTR",19.881185400876,0.0185826128899926,0.0992014375460376,0.187322012157019,0.851408165244793,0.999945529425441,"chicharo vs makindu","BEL-3_DYA-LTR",0.999945529425441,FALSE
"BEL3-I_DPSE",13.617622977336,-0.0106874748672865,0.103032140015214,-0.103729524260181,0.917383996062708,0.999945529425441,"chicharo vs makindu","BEL3-I_DPSE",0.999945529425441,FALSE
"BEL3-LTR_DPSE",0.225209292514103,0.00409939508565941,0.0338956938919664,0.120941471171092,0.903737393994461,0.999945529425441,"chicharo vs makindu","BEL3-LTR_DPSE",0.999945529425441,FALSE
"BEL-4_DAN-I",66.9064193227385,0.0313902614581813,0.111352222903822,0.281900627033678,0.778019708724054,0.999945529425441,"chicharo vs makindu","BEL-4_DAN-I",0.999945529425441,FALSE
"BEL-4_DBI-I",102.094093056887,0.000428381153017456,0.111776459720085,0.00383248095431027,0.996942130102606,0.999945529425441,"chicharo vs makindu","BEL-4_DBI-I",0.999945529425441,FALSE
"BEL-4_DBI-LTR",1.08991106226823,-0.00159785760255126,0.0600549413154975,-0.0266065966854741,0.978773511729405,0.999945529425441,"chicharo vs makindu","BEL-4_DBI-LTR",0.999945529425441,FALSE
"BEL-4_DBP-I",41.2565181778928,0.0164759044491699,0.111366193716879,0.14794349972179,0.882387358098272,0.999945529425441,"chicharo vs makindu","BEL-4_DBP-I",0.999945529425441,FALSE
"BEL-4_DBP-LTR",1.37772025626521,0.0110615490576396,0.0635356770954607,0.174099806019536,0.861787025645885,0.999945529425441,"chicharo vs makindu","BEL-4_DBP-LTR",0.999945529425441,FALSE
"BEL-4_DEL-I",407.556074760348,0.0282181334804793,0.10553744722458,0.267375554578576,0.789180019124891,0.999945529425441,"chicharo vs makindu","BEL-4_DEL-I",0.999945529425441,FALSE
"BEL-4_DEL-LTR",1.35125575508462,0.0146625304316037,0.0637244221813816,0.230092795347271,0.818019663195579,0.999945529425441,"chicharo vs makindu","BEL-4_DEL-LTR",0.999945529425441,FALSE
"BEL-4_DEU-I",18.2517913509161,0.0187340474771847,0.101795011455313,0.184036989724282,0.853984436891083,0.999945529425441,"chicharo vs makindu","BEL-4_DEU-I",0.999945529425441,FALSE
"BEL-4_DEU-LTR",0.99537411616232,0.00474091962100153,0.0584898673078038,0.0810554005200998,0.935397894156419,0.999945529425441,"chicharo vs makindu","BEL-4_DEU-LTR",0.999945529425441,FALSE
"BEL-4_DFI-I:BEL-4_DFI-LTR",0.712933269147083,-0.0232375590650018,0.0518094690294329,-0.448519537071506,0.653778289456527,0.999945529425441,"chicharo vs makindu","BEL-4_DFI-I:BEL-4_DFI-LTR",0.999945529425441,FALSE
"BEL-4_DFI-I",3484.49636476706,0.0289395520503967,0.103852335223215,0.278660580796719,0.780505316571382,0.999945529425441,"chicharo vs makindu","BEL-4_DFI-I",0.999945529425441,FALSE
"BEL-4_DFI-LTR:BEL-4_DFI-I",29.6450586507164,0.0273759423722635,0.0987029356518408,0.27735692146815,0.781506056172189,0.999945529425441,"chicharo vs makindu","BEL-4_DFI-LTR:BEL-4_DFI-I",0.999945529425441,FALSE
"BEL-4_DFI-LTR",1.43192344638958,-0.0361748324365782,0.0644644068378892,-0.561159781203731,0.574688617722519,0.999945529425441,"chicharo vs makindu","BEL-4_DFI-LTR",0.999945529425441,FALSE
"BEL-4_DMOJ-I",46.0639284400069,0.0214402180295641,0.105150090728377,0.203901089205414,0.838430793898099,0.999945529425441,"chicharo vs makindu","BEL-4_DMOJ-I",0.999945529425441,FALSE
"BEL-4_DMOJ-LTR",8.41984565615029,-0.0103339805719786,0.096282356283798,-0.107329950894831,0.914527224398443,0.999945529425441,"chicharo vs makindu","BEL-4_DMOJ-LTR",0.999945529425441,FALSE
"BEL-4_DPER-I",49.8815427672002,0.00571883164006111,0.108252253242266,0.0528287538483149,0.957868351225433,0.999945529425441,"chicharo vs makindu","BEL-4_DPER-I",0.999945529425441,FALSE
"BEL-4_DPER-LTR",0.544955531134115,-0.000992166110946013,0.0480953249493816,-0.0206291591124549,0.983541479804131,0.999945529425441,"chicharo vs makindu","BEL-4_DPER-LTR",0.999945529425441,FALSE
"BEL-4_DPSE-I",15.2686988081443,-0.0219124948037302,0.10401249817435,-0.210671747995126,0.833143421654975,0.999945529425441,"chicharo vs makindu","BEL-4_DPSE-I",0.999945529425441,FALSE
"BEL-4_DRH-I",27.390732822108,-0.0303664385558791,0.108368449416939,-0.280214755487058,0.779312746731082,0.999945529425441,"chicharo vs makindu","BEL-4_DRH-I",0.999945529425441,FALSE
"BEL-4_DRH-LTR",2.09065352541229,-0.0100878718644886,0.0729596829541977,-0.138266388449378,0.890029888458307,0.999945529425441,"chicharo vs makindu","BEL-4_DRH-LTR",0.999945529425441,FALSE
"BEL-4_DTA-I",23.3623628218545,0.00896187655061411,0.109194491126707,0.082072606943284,0.934588976110261,0.999945529425441,"chicharo vs makindu","BEL-4_DTA-I",0.999945529425441,FALSE
"BEL-4_DVIR-I",43.6164329392877,0.0194837203050686,0.11223018791551,0.17360498691971,0.862175912543791,0.999945529425441,"chicharo vs makindu","BEL-4_DVIR-I",0.999945529425441,FALSE
"BEL-4_DWIL-I",13.464098858777,0.0161527006503072,0.10100641916341,0.159917565478438,0.872946011345193,0.999945529425441,"chicharo vs makindu","BEL-4_DWIL-I",0.999945529425441,FALSE
"BEL-4_DWIL-LTR",0.0945369461059088,-0.00932261890554725,0.0223400317704903,-0.417305534805095,0.676454940630551,0.999945529425441,"chicharo vs makindu","BEL-4_DWIL-LTR",0.999945529425441,FALSE
"BEL-4_DYA-I",116.916026457857,-0.0248981623381058,0.112601313904487,-0.221117866876983,0.825000658802562,0.999945529425441,"chicharo vs makindu","BEL-4_DYA-I",0.999945529425441,FALSE
"BEL-5_DAN-I",11.8310920797874,-0.0163577206593764,0.102818046725749,-0.159093867081604,0.8735949200412,0.999945529425441,"chicharo vs makindu","BEL-5_DAN-I",0.999945529425441,FALSE
"BEL-5_DAN-LTR",2.82351295745573,0.0161771811780753,0.0818719226065106,0.197591319014523,0.843364827321364,0.999945529425441,"chicharo vs makindu","BEL-5_DAN-LTR",0.999945529425441,FALSE
"BEL-5_DBP-I",3181.73203619825,0.027931141817858,0.107867596954201,0.258939130995169,0.795682205374251,0.999945529425441,"chicharo vs makindu","BEL-5_DBP-I",0.999945529425441,FALSE
"BEL-5_DBP-LTR",24.9491885916852,0.000986015714978455,0.102731892134576,0.00959795146853525,0.99234206028386,0.999945529425441,"chicharo vs makindu","BEL-5_DBP-LTR",0.999945529425441,FALSE
"BEL-5_DEL-I",57.296215381371,0.00156681879270854,0.0850935833464762,0.0184128900334226,0.985309469426757,0.999945529425441,"chicharo vs makindu","BEL-5_DEL-I",0.999945529425441,FALSE
"BEL-5_DEU-I",18.8539784365513,0.024334565763983,0.104242118787662,0.233442739336024,0.815417628584256,0.999945529425441,"chicharo vs makindu","BEL-5_DEU-I",0.999945529425441,FALSE
"BEL-5_DFI-I",24.090919701758,0.00908327070020303,0.108276224751846,0.0838897987163902,0.933144050414886,0.999945529425441,"chicharo vs makindu","BEL-5_DFI-I",0.999945529425441,FALSE
"BEL-5_DFI-LTR",12.9661196183693,0.0130377561484055,0.101379060265546,0.128604034346493,0.897670973874301,0.999945529425441,"chicharo vs makindu","BEL-5_DFI-LTR",0.999945529425441,FALSE
"BEL-5_DMOJ-I",31.6562159174647,-0.00357340818456934,0.106452288499946,-0.0335681668747888,0.973221507108954,0.999945529425441,"chicharo vs makindu","BEL-5_DMOJ-I",0.999945529425441,FALSE
"BEL-5_DMOJ-LTR",19.6410410587191,0.0205530812030009,0.107267178412715,0.191606430849911,0.848050504763038,0.999945529425441,"chicharo vs makindu","BEL-5_DMOJ-LTR",0.999945529425441,FALSE
"BEL-5_DPER-I",28.5575917675139,0.0184822082336286,0.103392459113227,0.178757797156061,0.858127884431309,0.999945529425441,"chicharo vs makindu","BEL-5_DPER-I",0.999945529425441,FALSE
"BEL-5_DRH-I",47.0099879035181,-0.00346798862443062,0.111724931792203,-0.0310404183632058,0.975237305998173,0.999945529425441,"chicharo vs makindu","BEL-5_DRH-I",0.999945529425441,FALSE
"BEL-5_DTA-I",308.681737124113,-0.00692791405317095,0.0856734311137317,-0.0808642068271332,0.935549945524922,0.999945529425441,"chicharo vs makindu","BEL-5_DTA-I",0.999945529425441,FALSE
"BEL-5_DTA-LTR",0.0945369461059088,-0.00932261890554725,0.0223400317704903,-0.417305534805095,0.676454940630551,0.999945529425441,"chicharo vs makindu","BEL-5_DTA-LTR",0.999945529425441,FALSE
"BEL-5_DVIR-I",165.695222929844,0.0282108547955107,0.108595941771398,0.259778167907015,0.795034892427817,0.999945529425441,"chicharo vs makindu","BEL-5_DVIR-I",0.999945529425441,FALSE
"BEL-5_DWIL-I",9.9017737576431,-0.000566078134406107,0.100297842872691,-0.00564397117817017,0.995496786443203,0.999945529425441,"chicharo vs makindu","BEL-5_DWIL-I",0.999945529425441,FALSE
"BEL-5_DYA-I",155.43523421934,0.0100976941308775,0.112859459667275,0.0894714024030137,0.928707279990426,0.999945529425441,"chicharo vs makindu","BEL-5_DYA-I",0.999945529425441,FALSE
"BEL-5_DYA-LTR:BEL-5_DYA-I",62.0220189220372,0.0193275862125894,0.10150340162993,0.190413187166432,0.848985364850444,0.999945529425441,"chicharo vs makindu","BEL-5_DYA-LTR:BEL-5_DYA-I",0.999945529425441,FALSE
"BEL-6_DAN-I",37.0664386233201,-0.00610539820845928,0.100474691694017,-0.0607655331459241,0.951545940139597,0.999945529425441,"chicharo vs makindu","BEL-6_DAN-I",0.999945529425441,FALSE
"BEL-6_DBP-I",124.062188344774,0.0195552547834498,0.11378388935872,0.171863124855918,0.863545137275365,0.999945529425441,"chicharo vs makindu","BEL-6_DBP-I",0.999945529425441,FALSE
"BEL-6_DEL-I",53.8322709165323,0.012457746804595,0.107611711373679,0.115765715883244,0.907838222542166,0.999945529425441,"chicharo vs makindu","BEL-6_DEL-I",0.999945529425441,FALSE
"BEL-6_DMOJ-I",76.1519075391084,0.00295115426729177,0.113893852368614,0.0259114447875594,0.979327971492017,0.999945529425441,"chicharo vs makindu","BEL-6_DMOJ-I",0.999945529425441,FALSE
"BEL-6_DMOJ-LTR",3.4683737816775,-0.000966686334342322,0.0815854770224043,-0.0118487550679744,0.990546282473002,0.999945529425441,"chicharo vs makindu","BEL-6_DMOJ-LTR",0.999945529425441,FALSE
"BEL-6_DPE-I",43.6523601260105,0.00591578487298559,0.110035308117877,0.0537626056051773,0.957124302812805,0.999945529425441,"chicharo vs makindu","BEL-6_DPE-I",0.999945529425441,FALSE
"BEL-6_DPER-I",77.2361396443769,-0.0376694062229556,0.113720527483196,-0.331245440525432,0.740459099174178,0.999945529425441,"chicharo vs makindu","BEL-6_DPER-I",0.999945529425441,FALSE
"BEL-6_DPER-LTR",1.37772025626521,0.0110615490576396,0.0635356770954607,0.174099806019536,0.861787025645885,0.999945529425441,"chicharo vs makindu","BEL-6_DPER-LTR",0.999945529425441,FALSE
"BEL-6_DRH-I",204.052616395917,0.0229317391140082,0.106964622710241,0.214386201091257,0.830245901453558,0.999945529425441,"chicharo vs makindu","BEL-6_DRH-I",0.999945529425441,FALSE
"BEL-6_DRH-LTR",6.05583655619494,0.0216381424709548,0.0913240167094488,0.236938137968651,0.812704782437641,0.999945529425441,"chicharo vs makindu","BEL-6_DRH-LTR",0.999945529425441,FALSE
"BEL-6_DTA-I",15.0821718501204,0.0202258836702271,0.106022433961921,0.190769848553859,0.848705912187199,0.999945529425441,"chicharo vs makindu","BEL-6_DTA-I",0.999945529425441,FALSE
"BEL-6_DTA-LTR",1.37772025626521,0.0110615490576396,0.0635356770954607,0.174099806019536,0.861787025645885,0.999945529425441,"chicharo vs makindu","BEL-6_DTA-LTR",0.999945529425441,FALSE
"BEL-6_DWIL-I",367.222973028721,0.00115795477995718,0.0869636229251941,0.0133153925860846,0.989376167769137,0.999945529425441,"chicharo vs makindu","BEL-6_DWIL-I",0.999945529425441,FALSE
"BEL-6_DWIL-LTR",0.414283184725921,-0.0129612341481937,0.0434316571852211,-0.29842826611286,0.765376318128266,0.999945529425441,"chicharo vs makindu","BEL-6_DWIL-LTR",0.999945529425441,FALSE
